Name,FF_max_velo,FC_max_velo,SI_max_velo,mlbID,CH_release_extension,CH_release_pos_x,CH_release_pos_z,CH_release_speed,CH_release_spin_rate,CH_release_extension_std,CH_release_pos_x_std,CH_release_pos_z_std,CH_pitch_type,CH_percentage,CU_release_extension,CU_release_pos_x,CU_release_pos_z,CU_release_speed,CU_release_spin_rate,CU_release_extension_std,CU_release_pos_x_std,CU_release_pos_z_std,CU_pitch_type,CU_percentage,FC_release_extension,FC_release_pos_x,FC_release_pos_z,FC_release_speed,FC_release_spin_rate,FC_release_extension_std,FC_release_pos_x_std,FC_release_pos_z_std,FC_pitch_type,FC_percentage,FF_release_extension,FF_release_pos_x,FF_release_pos_z,FF_release_speed,FF_release_spin_rate,FF_release_extension_std,FF_release_pos_x_std,FF_release_pos_z_std,FF_pitch_type,FF_percentage,SI_release_extension,SI_release_pos_x,SI_release_pos_z,SI_release_speed,SI_release_spin_rate,SI_release_extension_std,SI_release_pos_x_std,SI_release_pos_z_std,SI_pitch_type,SI_percentage,SL_release_extension,SL_release_pos_x,SL_release_pos_z,SL_release_speed,SL_release_spin_rate,SL_release_extension_std,SL_release_pos_x_std,SL_release_pos_z_std,SL_pitch_type,SL_percentage,ff max-avg,fc max-avg,si max-avg,TJS
Brandon McCarthy,96.3,94.3,96.3,435221,5.872972973,-1.427837838,6.367027027,88.61351351,2215.648649,0.195289882,0.130621062,0.087014203,37.0,0.996767241,5.366666667,-1.424328018,6.566651481,80.4595672,2556.021053,0.269215646,0.25277063,0.110815138,878.0,23.65301724,5.81555794,-1.482926045,6.470471597,91.40267953,2251.233584,0.289754164,0.202572278,0.097608707,933.0,25.13469828,6.040560292,-1.49345079,6.411397327,93.51227217,2263.582217,0.273770739,0.226659868,0.098571877,823.0,22.17133621,5.873954984,-1.570128342,6.346705882,92.63208556,2149.314378,0.307274301,0.222231684,0.099683944,935.0,25.18857759,5.35754717,-1.458773585,6.591037736,85.5990566,2355.883721,0.181500683,0.162783542,0.077924619,106.0,2.855603448,2.78772783,2.89732047,3.66791444,0
Garrett Hill,97.1,,96.3,682051,6.505405405,-2.523918919,5.216959459,82.72364865,1380.175676,0.190160614,0.196740912,0.087479123,148.0,11.14457831,,,,,,,,,,,,,,,,,,,,,6.427504912,-2.593634578,5.342730845,92.29390963,2158.905697,0.159692934,0.188236616,0.105764038,509.0,38.32831325,6.492105263,-2.608947368,5.318496241,92.23383459,2147.526316,0.166579587,0.198992797,0.09964841,266.0,20.03012048,6.368518519,-2.728814815,5.18337037,83.42962963,2538.67658,0.151355798,0.180569326,0.109075755,270.0,20.3313253,4.80609037,,4.06616541,0
Riley Smith,93.8,87.1,96.2,642092,6.325268817,-1.667795699,5.650430108,86.45806452,1939.473118,0.122832264,0.233909156,0.097917936,186.0,14.14448669,6.343225806,-1.575935484,5.820064516,79.70322581,2331.4,0.131928431,0.245469856,0.101938973,155.0,11.78707224,6.372897196,-1.625420561,5.742897196,84.2317757,2152.738318,0.130000068,0.182685834,0.093192936,107.0,8.136882129,,,,,,,,,,,6.380104031,-1.577438231,5.723940182,92.95370611,2255.474642,0.128521195,0.228254396,0.108415201,769.0,58.47908745,6.347959184,-1.778061224,5.695,82.63469388,2029.040816,0.134876493,0.158794805,0.103098892,98.0,7.452471483,,2.8682243,3.24629389,0
John Brebbia,97.8,,96.2,605154,6.859459459,-2.263243243,5.478378378,87.97837838,2077.675676,0.287188923,0.220189994,0.170985924,37.0,1.317194731,,,,,,,,,,,,,,,,,,,,,6.566599866,-1.925344021,5.871295925,93.97855711,2364.856379,0.235502071,0.22366635,0.12353983,1497.0,53.29298683,6.598484848,-2.231515152,5.622575758,93.69545455,2209.712121,0.313536858,0.23137876,0.172745349,66.0,2.349590602,6.258229942,-2.035293631,5.824797353,83.17468983,2593.623306,0.221338142,0.212823032,0.112931935,1209.0,43.04022784,3.82144289,,2.50454545,1
Ian Anderson,97.3,,96.0,666120,6.922491803,-1.637148463,6.204663179,88.04898627,1601.900066,0.219248494,0.138180414,0.105906247,1529.0,32.21660346,6.848783069,-1.565770042,6.190759494,81.01455696,1912.140741,0.233164261,0.135761523,0.103438524,948.0,19.97471555,,,,,,,,,,,6.985352863,-1.464749446,6.209073171,94.27250554,1999.321317,0.210320575,0.143118136,0.101253376,2255.0,47.51369574,7.042857143,-1.386428571,6.161428571,93.96428571,2047.5,0.227745761,0.151688301,0.122025038,14.0,0.294985251,,,,,,,,,,,3.02749446,,2.03571429,1
Merrill Kelly,95.5,94.5,95.9,518876,6.204681979,-1.711969965,5.642305654,87.89509717,2105.004419,0.177464804,0.10924805,0.119570901,2264.0,18.72312273,6.130917623,-1.684786236,5.768613139,81.38456726,2603.655317,0.213103095,0.113706149,0.120902775,1918.0,15.86172676,6.174317202,-1.784571155,5.556320077,90.57532343,2367.69909,0.184831558,0.119604636,0.140041321,2087.0,17.25934502,6.216256795,-1.755957557,5.55009058,92.1242236,2374.52603,0.185560492,0.126965273,0.137025715,3864.0,31.95501158,6.245653425,-1.667645366,5.563172136,92.08278641,2236.601039,0.18112183,0.141544862,0.119245954,1737.0,14.36486934,6.206756757,-1.726171171,5.542342342,85.47387387,2336.441441,0.156023331,0.096242658,0.071169353,222.0,1.835924578,3.3757764,3.92467657,3.81721359,0
Rafael Montero,96.4,,95.9,606160,6.214341085,-1.246768642,5.033441683,87.56022945,2040.843023,0.245479028,0.277125499,0.162212935,523.0,18.71868289,,,,,,,,,,,,,,,,,,,,,6.080865385,-1.252143541,5.276641148,93.73454545,2317.118269,0.244573879,0.329826377,0.134223003,1045.0,37.4015748,6.136727273,-1.355753176,5.190290381,92.90399274,2235.034608,0.232739718,0.338483953,0.123533974,551.0,19.72083035,5.707762557,-1.356919575,5.20215478,83.66783005,2348.585127,0.229030336,0.296022382,0.145238198,659.0,23.58625626,2.66545455,,2.99600726,1
Steven Brault,96.0,90.6,95.8,643230,7.017826087,2.581456311,5.514261057,84.75145631,1705.782751,0.23429484,0.330252103,0.212798054,927.0,14.60532535,6.684466019,2.307403846,5.619038462,74.09519231,2199.942308,0.278566809,0.364105488,0.14765822,104.0,1.638569403,6.722980251,2.685583483,5.517217235,85.1956912,2230.958425,0.167320465,0.384498962,0.191040255,557.0,8.77579959,6.748691438,2.956775835,5.476480127,92.04995231,2100.54416,0.234728935,0.367296319,0.218255819,3145.0,49.55096896,6.774475524,2.929965076,5.408102445,91.47997672,1921.575263,0.241666265,0.356057306,0.198162912,859.0,13.53395305,6.816190476,2.614887417,5.63218543,82.64847682,2225.88443,0.277536195,0.356087019,0.220456165,755.0,11.89538365,3.95004769,5.4043088,4.32002328,0
Jharel Cotton,96.5,,95.7,605194,5.087945671,-1.621184433,6.243739425,77.81607445,2299.87415,0.229478906,0.188873426,0.107122897,591.0,22.7395152,4.485,-1.301136364,6.374318182,77.39818182,2429.319635,0.281065325,0.198075396,0.114524981,220.0,8.464794152,,,,,,,,,,,4.919885714,-1.540113895,6.283530752,93.15501139,2222.086857,0.245121715,0.242775637,0.134497904,878.0,33.78222393,4.936752137,-1.713903134,6.165071225,92.65270655,2145.31339,0.249776457,0.230375797,0.133439909,351.0,13.50519431,4.970197487,-1.535527728,6.267119857,88.63059034,2209.08079,0.210281065,0.211771075,0.112828278,559.0,21.50827241,3.34498861,,3.04729345,1
Felix Doubront,96.2,90.9,95.6,467094,6.341409692,2.461101322,6.402290749,84.54140969,1646.756637,0.307651315,0.192786101,0.121811707,227.0,17.95886076,5.887116564,2.449447853,6.461104294,76.18773006,2187.245399,0.524245165,0.155516866,0.128702001,163.0,12.89556962,6.307482993,2.499328859,6.433422819,87.4966443,2003.280576,0.279208381,0.178627139,0.114465691,149.0,11.78797468,6.53062201,2.404038005,6.475748219,91.30142518,2154.57554,0.298308735,0.180454027,0.109645417,421.0,33.30696203,6.582333333,2.438388158,6.411710526,91.37697368,1971.414716,0.266378956,0.159790603,0.096563229,304.0,24.05063291,,,,,,,,,,,4.89857482,3.4033557,4.22302632,1
Andrew Heaney,,,95.6,571760,5.7403125,3.523981481,5.842037037,83.55987654,2035.677116,0.242440367,0.147009023,0.132896472,324.0,18.76085698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.928783658,3.595867159,5.695867159,91.87158672,2365.196279,0.240445116,0.156368899,0.136599937,1084.0,62.76780544,5.311320755,3.585705329,5.822257053,80.04106583,2225.498339,0.275951153,0.157867235,0.174555815,319.0,18.47133758,,,3.72841328,1
Clayton Richard,96.1,,95.6,453385,5.211261261,3.473328336,5.526776612,84.01634183,1772.229261,0.298027451,0.746645965,0.266176266,667.0,8.528321187,5.668707483,3.681836735,5.92755102,81.43401361,2100.417266,0.250971461,0.187240306,0.126791771,147.0,1.879555044,,,,,,,,,,,5.393554688,3.475656697,5.728595579,90.91560468,2159.257813,0.256112495,0.723895424,0.236170057,1538.0,19.66500448,5.391820041,3.262097063,5.615241379,90.42807152,2114.882609,0.267577292,0.834628004,0.252633168,3915.0,50.0575374,5.287451235,3.054817945,5.591443433,81.10507152,2250.641226,0.309561161,0.878505192,0.197510524,1538.0,19.66500448,5.18439532,,5.17192848,0
Tyler Beede,97.6,,95.6,595881,6.242622951,-2.623348946,5.744051522,83.55316159,1572.361502,0.25739879,0.186290141,0.115657854,427.0,19.47992701,5.466333333,-2.574766667,5.764866667,80.18,2291.533333,0.352202657,0.166798335,0.140908361,300.0,13.68613139,,,,,,,,,,,6.104446309,-2.556015101,5.816854027,94.15947987,2315.509228,0.240986,0.185703039,0.111330789,1192.0,54.37956204,5.99375,-2.5540625,5.775,91.8,2280.25,0.186543258,0.122444441,0.085042684,32.0,1.459854015,5.857676349,-2.573029046,5.74966805,86.31659751,2195.920168,0.184935786,0.149321923,0.087081701,241.0,10.99452555,3.44052013,,3.8,1
Keegan Thompson,97.9,94.2,95.4,624522,6.374336283,-1.622566372,5.581946903,86.27168142,2069.20354,0.172056241,0.226450794,0.126030456,113.0,3.100137174,6.094946401,-1.635759398,5.827518797,81.78992481,2586.130168,0.169143109,0.371926443,0.123427495,665.0,18.2441701,6.15928489,-1.769362912,5.744664391,89.67622298,2555.25896,0.158342879,0.423432448,0.139051768,879.0,24.11522634,6.225014997,-1.700789474,5.758707602,93.65187135,2394.54829,0.157232355,0.409705709,0.137927152,1710.0,46.91358025,6.229126214,-1.671057692,5.726634615,92.76153846,2323.421569,0.149922246,0.342506235,0.135729675,104.0,2.853223594,6.13,-2.472,5.812,84.54,2799.4,0.115950181,0.154833244,0.094844903,10.0,0.274348422,4.24812865,4.52377702,2.63846154,0
Jeff Manship,94.2,,95.4,453249,,,,,,,,,,,5.571596639,-1.709866221,6.16235786,83.91020067,2215.73102,0.221070182,0.213189032,0.137846414,598.0,46.64586583,,,,,,,,,,,6.106060606,-1.605151515,6.278787879,91.86666667,2157.242424,0.206063391,0.292308925,0.178233652,33.0,2.574102964,6.076615385,-1.782258065,6.176436252,91.9562212,2091.699074,0.220953787,0.253854533,0.160260039,651.0,50.7800312,,,,,,,,,,,2.33333333,,3.4437788,0
Kyle Zimmer,99.3,,95.4,622092,6.257142857,-0.761071429,5.797321429,87.14107143,1536.767857,0.198958326,0.200423901,0.103088507,56.0,3.220241518,6.135519126,-0.41442623,5.890655738,78.01693989,1968.52459,0.268482976,0.267311757,0.083794664,183.0,10.52328925,,,,,,,,,,,6.218231441,-0.611572052,5.887729258,94.7599345,2241.90919,0.188481232,0.252450149,0.095832714,916.0,52.67395055,,,,,,,,,,,6.081335616,-0.53380137,5.88760274,83.61215753,2110.975221,0.240805389,0.20836273,0.105106691,584.0,33.58251869,4.5400655,,,0
Adrian Sampson,94.9,88.2,95.2,592716,6.143328551,-2.623252496,5.863495007,86.08801712,1832.096126,0.307920999,0.216272924,0.148345818,701.0,14.82656514,5.342857143,-2.551428571,5.94,81.85714286,2548.5,0.227745761,0.152106094,0.173781472,14.0,0.296108291,6.369724771,-2.821727273,5.670818182,85.05545455,2476.522936,0.153058079,0.120433918,0.106505216,110.0,2.326565144,6.402005731,-2.707626194,5.829113233,92.36452933,2063.916905,0.19702665,0.126833383,0.134137213,733.0,15.50338409,6.237084149,-2.603679884,5.849700193,92.10149903,2000.245108,0.2761963,0.207775669,0.134162662,2068.0,43.7394247,5.889898054,-2.67676951,5.801215971,83.87758621,2574.518344,0.336135255,0.249475562,0.136452294,1102.0,23.30795262,2.53547067,3.14454545,3.09850097,0
David Bednar,99.6,93.2,95.2,670280,,,,,,,,,,,6.186507073,-2.225673913,5.8175,77.3775,2432.291621,0.198174368,0.176485402,0.099845637,920.0,24.69135802,,,,,,,,,,,6.664759615,-2.154483917,5.900384061,96.57978877,2370.888139,0.194991249,0.263653959,0.116502614,2083.0,55.90445518,,,,,,,,,,,,,,,,,,,,,3.02021123,,,0
Parker Bridwell,95.9,93.2,95.0,592170,5.696517413,-1.546169154,6.594577114,84.34925373,1565.455,0.266904123,0.203651053,0.155624372,201.0,10.40911445,5.42115869,-1.549496222,6.491284635,79.61234257,2812.169355,0.193076286,0.164159162,0.130146041,397.0,20.5592957,5.658484848,-1.644484848,6.387515152,89.57606061,2516.645455,0.244584148,0.190677583,0.156777604,330.0,17.08959089,5.832582583,-1.567627628,6.452087087,92.37642643,2431.647147,0.233196029,0.185757752,0.145318933,666.0,34.48990161,5.734862385,-1.615382263,6.440366972,91.70275229,2324.697248,0.273258955,0.16301913,0.110766376,327.0,16.93423097,5.71,-1.204,6.797,87.77,2406.0,0.19692074,0.115777565,0.044484704,10.0,0.51786639,3.52357357,3.62393939,3.29724771,0
Ubaldo Jimmenz,95.5,92.9,94.9,434622,,,,,,,,,,,5.19088785,-0.787113164,6.662309469,75.41639723,2604.983213,0.279571697,0.377128194,0.239865368,433.0,5.32726378,5.9,-0.485483871,6.49516129,89.57419355,2316.516129,0.25560386,0.367077092,0.166089754,31.0,0.381397638,6.132904222,-0.599246926,6.433406762,90.98447746,2159.625259,0.25714661,0.373171395,0.191135758,1952.0,24.01574803,6.069103943,-0.769678915,6.391612558,90.50799144,2071.021974,0.276805498,0.363092982,0.190617456,2803.0,34.48572835,5.517178363,-0.847663755,6.478136827,82.96637555,2320.558263,0.258585297,0.421530179,0.231722437,1374.0,16.90452756,4.51552254,3.32580645,4.39200856,0
Enny Romero,101.5,99.1,94.9,544836,,,,,,,,,,,5.3,1.466470588,6.222352941,81.91764706,2343.0,0.162018517,0.493886895,0.12852672,17.0,0.653594771,5.77804878,1.137012195,6.411646341,89.95640244,2339.702703,0.212757857,0.411665789,0.110762039,328.0,12.61053441,5.690111732,0.8821875,6.546590402,97.12087054,2327.394177,0.245717914,0.415641167,0.145009034,1792.0,68.89657824,,,,,,,,,,,5.592224622,1.236056034,6.383663793,86.47521552,2305.62069,0.248423639,0.44695969,0.163532624,464.0,17.83929258,4.37912946,9.14359756,,0
Drew Hutchison,96.8,,94.9,571800,6.019476268,-2.915253165,5.99125,85.79414557,1719.522095,0.291907891,0.331803312,0.171715095,632.0,10.98366354,,,,,,,,,,,,,,,,,,,,,6.040309312,-2.920786802,5.962490482,92.47284264,2286.257171,0.269280922,0.329522918,0.186866755,3152.0,54.77928398,6.004761905,-2.635274725,6.144542125,92.33260073,2275.465201,0.20690124,0.328118547,0.15687162,273.0,4.744525547,5.697539016,-3.071373011,5.909587507,84.99687684,2485.220609,0.340975381,0.322277513,0.134254386,1697.0,29.49252694,4.32715736,,2.56739927,0
Dan Winkler,96.0,94.3,94.8,595465,5.951351351,-2.162162162,5.008648649,89.05945946,2088.121212,0.218099903,0.202308004,0.19445311,37.0,1.337188291,5.88715847,-1.792814208,5.18295082,82.46557377,2562.537954,0.403171145,0.242015517,0.177152617,366.0,13.22732201,6.210647182,-1.840751566,5.24473904,90.34725122,2538.732081,0.33363773,0.212526237,0.135305358,1437.0,51.93350199,6.183660131,-1.793359477,5.337529412,93.15163399,2521.075916,0.30721207,0.238035882,0.170687057,765.0,27.64727141,6.301369863,-1.847534247,5.22760274,92.20273973,2338.739726,0.307152956,0.226163083,0.201922842,146.0,5.276472714,5.85625,-2.434375,4.694375,86.11875,2258.230769,0.233719918,0.088466095,0.191936404,16.0,0.578243585,2.84836601,3.95274878,2.59726027,0
Chi Chi Gonzalez,95.8,91.0,94.7,592346,5.777777778,-1.395491803,6.012377049,86.66311475,1632.247863,0.233825425,0.259363819,0.096115059,122.0,9.45003873,5.391666667,-1.144189189,6.152837838,80.10945946,2013.765957,0.178214936,0.233449456,0.08590406,74.0,5.731990705,,,,,,,,,,,5.675955414,-1.268322884,5.989169279,92.17147335,2356.097444,0.223524497,0.241088926,0.099607233,638.0,49.419055,5.753403141,-1.363505155,6.012628866,91.43505155,2278.926702,0.200726155,0.23751102,0.094077448,194.0,15.02711077,5.49351145,-1.249353612,5.952775665,87.08060837,2259.814815,0.187532572,0.252662087,0.097903087,263.0,20.3718048,3.62852665,,3.26494845,1
Joey Lucchesi,,93.3,94.6,664192,,,,,,,,,,,5.742194745,1.882277177,6.65384338,78.97228233,2074.79969,0.360908255,0.277432573,0.166792247,1941.0,35.52342606,6.346715328,2.012773723,6.227080292,90.44038929,2227.326829,0.224928529,0.335595713,0.162334316,411.0,7.521961933,,,,,,,,,,,6.42377892,2.053335476,6.250337404,90.35456298,2221.297071,0.228814928,0.340357734,0.181675782,3112.0,56.95461201,,,,,,,,,,,,2.85961071,4.24543702,1
Jordan Montgomery,94.7,,94.6,656756,6.088561525,0.732720971,6.929982669,84.06828423,1872.558059,0.311594538,0.177241733,0.114681775,577.0,19.37541974,5.581122449,0.761352041,7.027142857,80.29413265,2373.524904,0.34641129,0.199765401,0.116495222,784.0,26.32639355,,,,,,,,,,,6.03619403,0.732238806,7.095354478,91.62910448,2237.251866,0.305396436,0.220882315,0.102550035,536.0,17.99865682,6.00960452,0.755508475,7.096991525,91.4829096,2181.600282,0.270978867,0.202418604,0.104190094,708.0,23.7743452,5.805630027,0.86227882,6.986300268,85.79383378,2368.908356,0.266590263,0.248886569,0.102289574,373.0,12.52518469,3.07089552,,3.1170904,1
Danny Barnes,95.3,,94.5,592130,5.787193974,-1.570451977,5.450338983,79.6693032,1413.380414,0.287975756,0.251066749,0.21849027,531.0,25.56571979,,,,,,,,,,,,,,,,,,,,,5.628912876,-1.509799537,5.472829607,91.88974557,2267.447186,0.20345353,0.238846488,0.190733872,1297.0,62.44583534,5.787777778,-1.825444444,5.633,92.39888889,2315.533333,0.231180545,0.236952378,0.179070321,90.0,4.333172845,5.442138365,-1.520943396,5.492515723,82.73207547,2376.726115,0.193365807,0.258887084,0.200031544,159.0,7.655272027,3.41025443,,2.10111111,0
Daniel Gossett,95.3,,94.4,605254,6.364851485,-1.280594059,5.799257426,84.43118812,1653.477612,0.226595455,0.362257493,0.11284623,202.0,10.25901473,5.830882353,-1.015073529,5.930625,78.79779412,2399.970149,0.325205517,0.333290641,0.098524048,272.0,13.81411884,,,,,,,,,,,6.323446328,-1.044392655,6.022853107,91.91115819,2347.461864,0.211115415,0.393215876,0.120855254,708.0,35.95733875,6.347400612,-1.033639144,5.977308869,91.61865443,2355.727829,0.228862823,0.284759986,0.097763829,327.0,16.60741493,5.955217391,-1.190173913,5.918565217,84.7326087,2425.042208,0.174004972,0.413492975,0.141751056,460.0,23.36211275,3.38884181,,2.78134557,1
Chris Stratton,95.9,93.9,94.3,608717,6.535266821,-1.710359629,5.951740139,85.38793503,2059.475029,0.249896352,0.187432647,0.131457433,862.0,8.773536896,6.300107411,-1.603147154,6.054607948,79.22524168,3138.499194,0.393225805,0.198934234,0.132867486,1862.0,18.95165394,6.358527132,-1.541395349,6.104806202,91.14031008,2484.554264,0.230936516,0.183677285,0.096184815,258.0,2.625954198,6.456277603,-1.755263933,5.987594111,92.210347,2521.794823,0.234865904,0.207672329,0.14012591,4755.0,48.39694656,6.386683417,-1.682336683,6.025301508,91.22914573,2403.027638,0.25502221,0.215722831,0.150090769,398.0,4.050890585,6.238402367,-1.812514793,5.95643787,85.34715976,2857.191049,0.378349604,0.215074873,0.146920543,1690.0,17.20101781,3.689653,2.75968992,3.07085427,0
Nick Tropeano,93.6,,94.3,607374,5.494117647,-1.662206573,6.212910798,82.51079812,1856.559194,0.334230137,0.217873821,0.137770402,426.0,22.94022617,,,,,,,,,,,,,,,,,,,,,5.37761194,-1.435902579,6.252034384,91.28452722,2229.182635,0.241391237,0.199909755,0.136025855,349.0,18.79375337,5.355050505,-1.601165846,6.267520525,91.73908046,2240.327087,0.215620398,0.229986671,0.119070937,609.0,32.79483037,5.265236052,-1.546892178,6.250549683,80.68160677,1991.094388,0.242641485,0.219827222,0.136985223,473.0,25.47119009,2.31547278,,2.56091954,1
Sean Doolittle,98.8,,94.3,448281,5.933333333,2.276,5.884666667,82.4,1512.933333,0.255417492,0.150939912,0.116549601,15.0,0.34348523,5.994405594,2.262867133,5.959300699,80.15944056,2322.571429,0.276236331,0.26995728,0.154462495,143.0,3.274559194,,,,,,,,,,,6.171550574,2.063707835,6.039768924,93.84584329,2231.018429,0.229176717,0.268916647,0.173911904,3765.0,86.21479276,6.023809524,2.112380952,6.012380952,90.38571429,2188.142857,0.202249257,0.122184482,0.078860938,21.0,0.480879322,5.864673913,2.392771739,5.883097826,81.95706522,2342.602649,0.290471451,0.26127981,0.175208451,184.0,4.213418823,4.95415671,,3.91428571,0
Blake Parker,96.1,91.6,94.1,453284,,,,,,,,,,,6.200540541,-0.761585586,6.429459459,77.13351351,2209.712996,0.414079462,0.254708032,0.121823079,555.0,12.14707814,6.639189189,-0.433310811,6.383378378,88.55135135,2130.527027,0.287052849,0.134084898,0.090940319,148.0,3.239220836,6.705904366,-0.565272349,6.425850312,92.08361746,2139.735551,0.233343774,0.217101373,0.121948589,2405.0,52.63733859,,,,,,,,,,,,,,,,,,,,,4.01638254,3.04864865,,0
Matt Festa,95.3,92.4,94.0,670036,,,,,,,,,,,5.6125,-2.0746875,5.50375,81.55,2563.709677,0.179155726,0.324156318,0.095402374,32.0,1.960784314,6.452941176,-2.186470588,5.024705882,89.38823529,2511.235294,0.240098019,0.189866439,0.12293889,17.0,1.041666667,6.303283174,-2.15493844,5.050095759,92.48385773,2310.246914,0.202356394,0.257331597,0.204327475,731.0,44.79166667,6.108571429,-2.186857143,5.076,92.29428571,2147.657143,0.245394555,0.368947401,0.139330331,35.0,2.144607843,5.773799127,-2.282183406,5.276812227,86.44366812,2392.684211,0.190599179,0.238980917,0.156007941,229.0,14.03186275,2.81614227,3.01176471,1.70571429,0
Josh A. Smith,94.9,91.1,93.9,595001,6.410191083,-2.740125786,5.356226415,80.9490566,1870.624204,0.640030519,0.293828908,0.195693118,159.0,4.83135825,5.895833333,-2.550964392,5.488679525,78.18308605,2781.765273,0.450580572,0.368110862,0.186071152,674.0,20.48009723,6.136734694,-2.495714286,5.470544218,88.69727891,2487.795918,0.233226808,0.178425381,0.140350746,147.0,4.466727438,6.555089286,-2.55480531,5.47960177,91.12637168,2314.341704,0.545639135,0.333629167,0.160899048,1130.0,34.33606806,6.402690583,-2.605357143,5.405982143,90.01473214,2272.427273,0.362911063,0.347872273,0.187625999,224.0,6.806441811,6.161375661,-2.686997886,5.38115222,85.52124736,2512.813625,0.54613454,0.347778245,0.16796587,946.0,28.74506229,3.77362832,2.40272109,3.88526786,0
Kenta Maeda,96.0,91.4,93.9,628317,6.182364729,-2.06906,5.86838,83.378,1788.370968,0.269182943,0.183540433,0.137159765,500.0,4.07996736,5.625625474,-1.84673732,6.061642695,74.97880394,2545.485932,0.276513436,0.171860668,0.113551935,1321.0,10.77927377,5.936915888,-2.109719626,5.860794393,87.8317757,2294.728972,0.206222047,0.174202181,0.162338615,214.0,1.74622603,6.050128469,-2.143869643,5.825945599,91.53317937,2305.072091,0.227548779,0.192146797,0.122987016,3897.0,31.79926561,6.070323326,-2.135697809,5.833102653,90.46078431,2198.046243,0.262991482,0.233194635,0.128368488,867.0,7.074663403,5.817280983,-2.143955164,5.824003203,83.01257006,2474.412703,0.194137922,0.17980189,0.120396604,3747.0,30.5752754,4.46682063,3.5682243,3.43921569,1
Chris Heston,93.1,,93.6,518790,6.433623188,-2.551064426,5.578571429,82.51820728,1926.733333,0.273808046,0.414997616,0.155557817,357.0,11.75889328,5.711031175,-2.673364929,5.805,74.46184834,2274.725061,0.378538614,0.347623837,0.158212626,422.0,13.89986825,,,,,,,,,,,6.53956044,-2.567956989,5.666236559,89.48817204,2110.406593,0.285532299,0.22622401,0.191560604,93.0,3.063241107,6.424912075,-2.59486502,5.698816772,89.35956347,2061.403519,0.255165103,0.367881707,0.15827185,1741.0,57.34519104,5.870149254,-2.868985149,5.55970297,76.89306931,2119.692529,0.268837857,0.204245777,0.176625133,404.0,13.30698287,3.61182796,,4.24043653,0
Jalen Beeks,96.2,91.1,93.5,656222,6.323340961,0.962208238,6.075389016,87.24919908,1870.044674,0.247701564,0.780920858,0.123179145,874.0,28.97877984,5.60019685,1.17273622,6.150984252,75.65354331,2613.149606,0.387043567,0.973741333,0.127977037,508.0,16.84350133,6.126769231,1.680953846,6.046676923,86.73784615,2160.92,0.24930216,1.045858092,0.123278405,325.0,10.77586207,6.233842628,1.059717341,6.083384263,92.06600458,2011.284186,0.249480763,0.897559465,0.135269319,1309.0,43.40185676,,,,,,,,,,,,,,,,,,,,,4.13399542,4.36215385,,1
Zach Putnam,93.2,91.5,93.4,474029,,,,,,,,,,,,,,,,,,,,,5.741721854,-1.463417722,5.934493671,88.87721519,2329.496689,0.265670878,0.189238407,0.142616797,158.0,11.32616487,5.827868852,-1.50701087,6.001141304,90.83369565,2278.442623,0.249040674,0.187074924,0.152789371,184.0,13.18996416,5.98,-1.5204375,5.9491875,91.265625,2129.157233,0.267718053,0.166591229,0.133147537,160.0,11.46953405,,,,,,,,,,,2.36630435,2.62278481,2.134375,1
Connor Overton,94.2,90.6,93.3,656818,6.128,-1.7638,6.02735,84.8305,1792.215,0.162629152,0.228058355,0.177490824,200.0,21.20890774,5.977777778,-1.611111111,6.188888889,78.53333333,2123.944444,0.130859402,0.151031313,0.166658823,18.0,1.908801697,6.287878788,-1.746666667,6.094545455,88.86060606,2215.69697,0.116612542,0.240502945,0.118693168,33.0,3.499469777,6.136842105,-1.625017544,6.036631579,91.54666667,2193.996491,0.183310307,0.280286102,0.218686591,285.0,30.22269353,6.173006135,-1.73196319,5.94208589,90.74417178,2101.883436,0.160655044,0.246052436,0.203610782,163.0,17.28525981,6.100552486,-1.53198895,6.118066298,82.16077348,2425.088398,0.158988902,0.258064204,0.178497171,181.0,19.19406151,2.65333333,1.73939394,2.55582822,1
Robert Dugger,94.4,,93.3,667498,6.217894737,-2.282315789,4.985789474,81.32947368,1436.789474,0.156408458,0.332000553,0.126773201,95.0,6.229508197,5.868690096,-2.121182109,5.160223642,74.03738019,2295.413462,0.336141201,0.358554177,0.146443788,313.0,20.52459016,,,,,,,,,,,6.0354,-2.24664,5.0606,90.8084,2179.008032,0.18653802,0.350354402,0.12523821,500.0,32.78688525,6.075555556,-2.368814815,4.989518519,89.96037037,2077.396296,0.198307585,0.368972353,0.143068307,270.0,17.70491803,5.929682997,-2.300605187,4.960057637,79.73631124,2302.258741,0.23559214,0.359517069,0.134250207,347.0,22.75409836,3.5916,,3.33962963,0
Deck McGuire,95.7,,93.3,592547,5.779787234,-2.529893617,5.747021277,86.53829787,2268.510638,0.248254027,0.196192218,0.138996633,94.0,10.27322404,5.421153846,-2.028461538,6.140961538,76.51923077,2621.884615,0.354081083,0.203273068,0.122073663,104.0,11.36612022,,,,,,,,,,,5.789373814,-2.072068311,5.971233397,93.17191651,2359.142315,0.255734584,0.267277663,0.166167367,527.0,57.59562842,,,,,,,,,,,5.328421053,-2.093947368,6.033368421,83.79894737,2511.496732,0.214630559,0.201611753,0.143247376,190.0,20.76502732,2.52808349,,,0
